"drug","n_arms","both_arms","n_signatures","min_adj_p","arms","libraries","max_combined","rank"
"yl-52",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",49.6473512358609,736
"yl-61",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",49.6473512358609,737
"indirubin",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",49.2670331398748,738
"isoetharine",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",49.2670331398748,739
"l-694247",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",49.2670331398748,740
"nf-449",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",49.2670331398748,741
"pcb-126",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",49.2670331398748,742
"sa-1458985",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",49.2670331398748,743
"sa-1919710",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",49.2670331398748,744
"adatanserin",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,745
"benzathine",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,746
"bilobalide",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,747
"diazepam",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,748
"emf-sumo1-2",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,749
"fr-139317",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,750
"m-3m3fbs",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,751
"maraviroc",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,752
"miconazole",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,753
"nafamostat",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,754
"norcitalopram",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,755
"palmostatin-b",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,756
"phenethyl-isothiocyanate",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,757
"pibenzimol",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,758
"propyleneimine",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,759
"pyrithyldione",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,760
"rn-1734",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,761
"rs-i-002-6",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,762
"sa-1922006",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,763
"sdz-205-557",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,764
"sm-406",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,765
"stf-62247",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,766
"temoporfin",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,767
"triamcinolone",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,768
"trifluridine",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,769
"tryptophan",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,770
"adipamide",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,771
"arg-csc2-23",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,772
"avn-944",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,773
"bg-1001",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,774
"bg-1015",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,775
"bg-1030",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,776
"carbadox",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,777
"cep-32496",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,778
"donitriptan",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,779
"flunixin",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,780
"fluvastatin",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,781
"g-butyrolactone",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,782
"ginkgolide-b",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,783
"glycocholic-acid",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,784
"gramine",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,785
"imiquimod",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,786
"jas07-008",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,787
"ku-c104230",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,788
"nitromethane",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,789
"phthalamide",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,790
"sa-1447005",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,791
"sa-1938820",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,792
"sa-90377",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,793
"spiradoline",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,794
"stiripentol",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,795
"telbivudine",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,796
"terreic-acid",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,797
"trazodone",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,798
"wh-4025",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,799
"4-aminophenol",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,800
"4-aminostilbene",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,801
"alagebrium",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,802
"bivalirudin",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,803
"conivaptan",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,804
"esmolol",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,805
"flunisolide",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,806
"fosamprenavir",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,807
"geniposide",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,808
"gw-788388",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,809
"hc-toxin",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,810
"hydrocortisone-acetate",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,811
"isoquercetin",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,812
"lbh-589",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,813
"mevastatin",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,814
"mw-mitf10",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,815
"nitrocaramiphen",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,816
"plicamycin",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,817
"pmsf",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,818
"sa-103123",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,819
"sa-1922975",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,820
"sa-1925996",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,821
"st-012030",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,822
"tmi-15",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,823
"ttnpb",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,824
"westcort",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,825
"7b-cis",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,826
"aphidicolin",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,827
"aristolochic-acid",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,828
"ccmq",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,829
"citrinin",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,830
"clocortolone-pivalate",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,831
"cmap-crcgn-cb7950998",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,832
"desoxycortone",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,833
"epoxycholesterol",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,834
"gw-4064",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,835
"jnj-17203212",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,836
"kiss1r fbs",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,837
"livf001-008",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,838
"nch-51",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,839
"nomegestrol-acetate",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,840
"phylloquinone",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,841
"rgfp-966",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,842
"rs-67333",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,843
"sa-1920013",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,844
"st-4029487",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,845
"tribenoside",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,846
"way-629",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,847
"zalcitabine",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,848
"am-92016",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.4253065414477,849
"amg-837",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.4253065414477,850
"azd-4547",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.4253065414477,851
"caprolactam",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.4253065414477,852
"costunolide",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.4253065414477,853
"diflorasone",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.4253065414477,854
"ligustilide",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.4253065414477,855
"pit",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.4253065414477,856
"quinidine",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.4253065414477,857
"sa-424755",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.4253065414477,858
"saha",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.4253065414477,859
"gdc-0349",1,FALSE,1,0.00131009680523547,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",50.0317967001132,860
"ag-14361",1,FALSE,1,0.00131009680523547,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",49.6473512358609,861
"ebelactone-b",1,FALSE,1,0.00131009680523547,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",49.2670331398748,862
"raf-265",1,FALSE,1,0.00131009680523547,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",49.2670331398748,863
"volasertib",1,FALSE,1,0.00131009680523547,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",49.2670331398748,864
"ganetespib",1,FALSE,1,0.00131009680523547,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.8907828581995,865
"adarotene",1,FALSE,1,0.00131009680523547,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,866
"bgt-226",1,FALSE,1,0.00131009680523547,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,867
"capsazepine",1,FALSE,1,0.00131009680523547,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,868
"cerivastatin",1,FALSE,1,0.00131009680523547,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,869
"cyclopiazonic-acid",1,FALSE,1,0.00131009680523547,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,870
"fqi-2",1,FALSE,1,0.00131009680523547,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,871
"maz-51",1,FALSE,1,0.00131009680523547,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,872
"nonoxynol-9",1,FALSE,1,0.00131009680523547,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,873
"sa-1919584",1,FALSE,1,0.00131009680523547,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,874
"vinblastine",1,FALSE,1,0.00131009680523547,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.5185419308579,875
"az-960",1,FALSE,1,0.00131009680523547,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,876
"fenbendazole",1,FALSE,1,0.00131009680523547,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,877
"puromycin",1,FALSE,1,0.00131009680523547,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,878
"sb-225002",1,FALSE,1,0.00131009680523547,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",48.1502529637702,879
"biib-021",1,FALSE,1,0.00131666188701402,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,880
"way-262611",1,FALSE,1,0.00131666188701402,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.7858596099108,881
"flurandrenolide",1,FALSE,1,0.00132643090286424,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.0685394312222,882
"kn-93",1,FALSE,1,0.00133378854772455,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.4253065414477,883
"chr 2797",1,FALSE,1,0.00136123938823648,"UP","LINCS_L1000_Chem_Pert_down",41.2376361226436,884
"ly-2603618",1,FALSE,1,0.00137146471329857,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",47.0685394312222,885
"enzastaurin",1,FALSE,3,0.00155145239753409,"UP","LINCS_L1000_Chem_Pert_down",126.64522821193,886
"phosgene",1,FALSE,4,0.00161226520906931,"DOWN","Drug_Perturbations_from_GEO_up",49.6473512358609,887
"chir-99021",1,FALSE,5,0.0016622014885518,"DOWN","LINCS_L1000_Chem_Pert_up",100.852328715186,888
"s1085",1,FALSE,1,0.0016622014885518,"DOWN","LINCS_L1000_Chem_Pert_up",79.8862878157727,889
"morphine",1,FALSE,7,0.00172581433879428,"DOWN","Drug_Perturbations_from_GEO_up",45.736241515419,890
"brd-k82857306",1,FALSE,1,0.00177672239607212,"UP","LINCS_L1000_Chem_Pert_down",238.659244768607,891
"tamoxifen",1,FALSE,1,0.00179005400879843,"DOWN","Drug_Perturbations_from_GEO_up",39.2769773143771,892
"amuvatinib",1,FALSE,2,0.00184146454299853,"DOWN","LINCS_L1000_Chem_Pert_up",171.553975463391,893
"5-aza-2'-deoxycytidine",1,FALSE,1,0.00185219503992777,"DOWN","Drug_Perturbations_from_GEO_up",38.6405355894327,894
"d-4476",1,FALSE,2,0.00185357504081382,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_up",133.425192722133,895
"bisphenol",1,FALSE,2,0.00197391764278831,"UP","Drug_Perturbations_from_GEO_down",33.7883783099722,896
"bleomycin",1,FALSE,2,0.00199048543491697,"DOWN","Drug_Perturbations_from_GEO_up",32.7541911443407,897
"tretinoin",1,FALSE,1,0.00210485132125582,"UP","Drug_Perturbations_from_GEO_down",36.3576815192294,898
"brd-k15563106",1,FALSE,3,0.00218673480051258,"UP","LINCS_L1000_Chem_Pert_down",108.904234697708,899
"loxapine succinate",1,FALSE,2,0.00225212725313156,"DOWN","LINCS_L1000_Chem_Pert_up",122.537978382711,900
"chelidonine (+)",1,FALSE,1,0.00240762867063672,"UP","LINCS_L1000_Chem_Pert_down",54.7276925666056,901
"15-deoxy-?12,14-prostaglandin j2",1,FALSE,1,0.00242275018947752,"DOWN","LINCS_L1000_Chem_Pert_up",87.1814410304951,902
"ncgc00165208-01",1,FALSE,1,0.00251924053099037,"UP","LINCS_L1000_Chem_Pert_down",69.7197293907181,903
"brefeldin a",1,FALSE,2,0.00309251547213018,"DOWN","LINCS_L1000_Chem_Pert_up",63.5506931535434,904
"norpramin",1,FALSE,1,0.00318764956201861,"DOWN","LINCS_L1000_Chem_Pert_up",104.570570601873,905
"titanium",1,FALSE,2,0.00321316361972431,"DOWN","Drug_Perturbations_from_GEO_up",35.2091628962105,906
"trichostatin",1,FALSE,1,0.00367185137875203,"DOWN","Drug_Perturbations_from_GEO_up",27.3412012098338,907
"pimecrolimus",1,FALSE,2,0.00380998992235305,"DOWN","Drug_Perturbations_from_GEO_up; LINCS_L1000_Chem_Pert_Consensus_Sigs",33.0107450123757,908
"osi-930",1,FALSE,1,0.00393063729252015,"DOWN","LINCS_L1000_Chem_Pert_up",94.7845018700299,909
"syrosingopine",1,FALSE,2,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_up",109.107462847725,910
"chembl-399379",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",39.2956943524486,911
"tigecycline",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",38.3473749069839,912
"wz-3146",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",37.1317086345149,913
"tipifarnib",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",36.8361559403272,914
"1-hydroxyphenazine",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",36.2547436718744,915
"4-mu-8c",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",36.2547436718744,916
"clocortolone",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",36.2547436718744,917
"cobicistat",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",36.2547436718744,918
"drotaverine",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",36.2547436718744,919
"ezetimibe",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.9687896031975,920
"md-049",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.9687896031975,921
"panobinostat",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.9687896031975,922
"sa-85901",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.9687896031975,923
"sib-1893",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.9687896031975,924
"benzopurpurin-4b",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.6859420432565,925
"dexchlorpheniramine",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.6859420432565,926
"etravirine",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.6859420432565,927
"gp-42",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.6859420432565,928
"morin",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.6859420432565,929
"piceatannol",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.6859420432565,930
"sb-258585",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.6859420432565,931
"st-1859",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.6859420432565,932
"bg-1005",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.4061559080642,933
"broxuridine",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.4061559080642,934
"carbachol",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.4061559080642,935
"compound-w",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.4061559080642,936
"diosmin",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.4061559080642,937
"emd-84",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.4061559080642,938
"hexamethyleneamiloride",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.4061559080642,939
"ipidacrine",1,FALSE,1,0.00396262022359679,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",35.4061559080642,940
